sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
-1.4739367873058442,1.2036579853028495,-1.5625347500888371,-1.3126028162536385
-0.13307079196213947,2.9923757343597157,-1.2760063729331823,-1.0456327519308646
1.085898294713955,0.08570939214230862,0.38585821456961533,0.28921756968300494
-1.230142969970625,0.7564785480386328,-1.2187006975020513,-1.3126028162536385
-1.7177306046410623,0.309299110774417,-1.3906177237954445,-1.3126028162536385
0.5983106600435169,-1.2558289196503407,0.7296922671564008,0.9566427304899398
0.720207568711127,0.309299110774417,0.4431638900007461,0.42270260184439207
-0.7425553353001868,0.9800682666707411,-1.2760063729331823,-1.3126028162536385
-0.9863491526354059,1.2036579853028495,-1.3333120483643133,-1.3126028162536385
-0.7425553353001868,2.3216065784633892,-1.2760063729331823,-1.4460878484150255
-0.01117388329453045,-0.8086494823861239,0.7869979425875315,0.9566427304899398
0.2326199340406887,0.7564785480386328,0.4431638900007461,0.5561876340057791
1.085898294713955,0.08570939214230862,0.557775240863008,0.42270260184439207
-0.49876151796496765,1.8744271411991738,-1.3906177237954445,-1.0456327519308646
-0.49876151796496765,1.4272477039349578,-1.2760063729331823,-1.3126028162536385
-0.3768646092973586,-1.479418638282449,-0.01528151344830143,-0.2447225589625428
0.5983106600435169,-0.5850597637540165,0.7869979425875315,0.42270260184439207
0.720207568711127,0.08570939214230862,1.0162206443120556,0.823157698328553
0.964001386046345,-0.13788032648979975,0.38585821456961533,0.28921756968300494
1.6953828380520024,1.2036579853028495,1.360054696898841,1.7575529234582616
-0.13307079196213947,-0.3614700451219081,0.2712468637073533,0.15573253752161817
2.1829704727224395,-0.13788032648979975,1.6465830740544958,1.223612794812714
-0.2549677006297496,-0.13788032648979975,0.4431638900007461,0.42270260184439207
-0.8644522439677969,0.9800682666707411,-1.3333120483643133,-1.3126028162536385
2.3048673813900495,-0.5850597637540165,1.703888749485627,1.0901277626513268
-0.01117388329453045,-0.8086494823861239,0.21394118827622205,-0.2447225589625428
-0.7425553353001868,0.7564785480386328,-1.3333120483643133,-1.3126028162536385
-0.9863491526354059,0.9800682666707411,-1.3906177237954445,-1.1791177840922515
-0.8644522439677969,1.6508374225670652,-1.0467836712086587,-1.0456327519308646
-0.9863491526354059,-2.3737775128108813,-0.12989286431056343,-0.2447225589625428
0.5983106600435169,-0.8086494823861239,0.67238659172527,0.823157698328553
-1.230142969970625,0.7564785480386328,-1.0467836712086587,-1.3126028162536385
-0.9863491526354059,-0.13788032648979975,-1.2187006975020513,-1.3126028162536385
-0.8644522439677969,0.5328888294065244,-1.1613950220709204,-0.9121477197694776
-0.2549677006297496,-0.8086494823861239,0.2712468637073533,0.15573253752161817
-0.8644522439677969,0.7564785480386328,-1.2760063729331823,-1.3126028162536385
-0.13307079196213947,-0.13788032648979975,0.2712468637073533,0.022247505360231082
2.3048673813900495,1.6508374225670652,1.703888749485627,1.357097826974101
-1.4739367873058442,0.309299110774417,-1.3333120483643133,-1.3126028162536385
0.47641375137590786,-0.3614700451219081,0.32855253913848403,0.15573253752161817
-0.13307079196213947,-1.2558289196503407,0.7296922671564008,1.0901277626513268
-0.3768646092973586,2.5451962970954987,-1.3333120483643133,-1.3126028162536385
0.2326199340406887,-0.13788032648979975,0.6150809162941387,0.823157698328553
-0.01117388329453045,-0.8086494823861239,0.7869979425875315,0.9566427304899398
0.2326199340406887,-1.9265980755466647,0.1566355128450913,-0.2447225589625428
-0.49876151796496765,-0.13788032648979975,0.4431638900007461,0.42270260184439207
0.47641375137590786,0.7564785480386328,0.9589149688809248,1.4905828591354875
-0.3768646092973586,-1.7030083569145573,0.1566355128450913,0.15573253752161817
-0.49876151796496765,1.8744271411991738,-1.1613950220709204,-1.0456327519308646
-0.9863491526354059,-1.7030083569145573,-0.24450421517282542,-0.2447225589625428
0.720207568711127,-0.8086494823861239,0.9016092934497936,0.9566427304899398
-0.9863491526354059,0.5328888294065244,-1.3333120483643133,-1.3126028162536385
-0.9863491526354059,0.309299110774417,-1.4479233992265752,-1.3126028162536385
-0.3768646092973586,-1.479418638282449,0.042024161982829315,-0.1112375268011557
1.085898294713955,-0.13788032648979975,0.7296922671564008,0.6896726661671659
-1.108246061303015,0.08570939214230862,-1.2760063729331823,-1.3126028162536385
-0.01117388329453045,-0.5850597637540165,0.7869979425875315,1.6240678912968747
-0.9863491526354059,0.7564785480386328,-1.2760063729331823,-1.3126028162536385
-0.9863491526354059,0.9800682666707411,-1.2187006975020513,-0.7786626876080907
0.11072302537307967,0.309299110774417,0.6150809162941387,0.823157698328553
-0.8644522439677969,-1.2558289196503407,-0.4164212414662182,-0.1112375268011557
1.3296921120491743,0.309299110774417,1.1308319951743175,1.4905828591354875
0.2326199340406887,-0.8086494823861239,0.7869979425875315,0.5561876340057791
0.3545168427082977,-1.0322392010182322,1.0735263197431864,0.28921756968300494
2.3048673813900495,-0.13788032648979975,1.360054696898841,1.4905828591354875
-0.3768646092973586,-1.2558289196503407,0.1566355128450913,0.15573253752161817
-1.7177306046410623,-0.3614700451219081,-1.3333120483643133,-1.3126028162536385
-1.8396275133086724,-0.13788032648979975,-1.5052290746577062,-1.4460878484150255
0.2326199340406887,-1.9265980755466647,0.7296922671564008,0.42270260184439207
1.6953828380520024,0.309299110774417,1.3027490214677102,0.823157698328553
-1.4739367873058442,0.08570939214230862,-1.2760063729331823,-1.3126028162536385
-0.8644522439677969,0.9800682666707411,-1.3333120483643133,-1.1791177840922515
-1.7177306046410623,-0.13788032648979975,-1.3906177237954445,-1.3126028162536385
0.5983106600435169,-1.2558289196503407,0.67238659172527,0.42270260184439207
0.5983106600435169,0.7564785480386328,1.0735263197431864,1.6240678912968747
-1.4739367873058442,0.7564785480386328,-1.3333120483643133,-1.1791177840922515
1.2077952033815642,-0.13788032648979975,1.0162206443120556,1.223612794812714
0.5983106600435169,0.5328888294065244,1.3027490214677102,1.7575529234582616
-1.3520398786382342,0.309299110774417,-1.3906177237954445,-1.3126028162536385
0.3545168427082977,-0.3614700451219081,0.557775240863008,0.28921756968300494
0.842104477378736,-0.5850597637540165,0.5004695654318768,0.42270260184439207
0.47641375137590786,-0.5850597637540165,0.6150809162941387,0.823157698328553
1.4515890207167832,0.309299110774417,0.557775240863008,0.28921756968300494
0.720207568711127,0.309299110774417,0.9016092934497936,1.4905828591354875
-0.8644522439677969,1.6508374225670652,-1.2187006975020513,-1.3126028162536385
1.3296921120491743,0.08570939214230862,0.9589149688809248,1.223612794812714
0.11072302537307967,-0.13788032648979975,0.2712468637073533,0.42270260184439207
0.842104477378736,-0.13788032648979975,0.8443036180186628,1.0901277626513268
-0.13307079196213947,-1.0322392010182322,-0.12989286431056343,-0.2447225589625428
-0.7425553353001868,-0.8086494823861239,0.09932983741396031,0.28921756968300494
0.3545168427082977,-0.13788032648979975,0.5004695654318768,0.28921756968300494
-1.5958336959734531,-1.7030083569145573,-1.3906177237954445,-1.1791177840922515
0.964001386046345,-0.3614700451219081,0.5004695654318768,0.15573253752161817
-0.3768646092973586,-1.0322392010182322,0.38585821456961533,0.022247505360231082
-0.6206584266325778,1.4272477039349578,-1.2760063729331823,-1.3126028162536385
-0.2549677006297496,-0.13788032648979975,0.21394118827622205,0.15573253752161817
1.8172797467196116,-0.3614700451219081,1.474666047761103,0.823157698328553
1.085898294713955,0.5328888294065244,1.1308319951743175,1.223612794812714
-0.8644522439677969,1.4272477039349578,-1.2760063729331823,-1.0456327519308646
-1.108246061303015,-1.479418638282449,-0.24450421517282542,-0.2447225589625428
1.085898294713955,0.5328888294065244,1.1308319951743175,1.7575529234582616
1.6953828380520024,-0.13788032648979975,1.1881376706054483,0.5561876340057791
-1.108246061303015,1.2036579853028495,-1.3333120483643133,-1.4460878484150255
1.085898294713955,0.08570939214230862,1.0735263197431864,1.6240678912968747
-1.108246061303015,-0.13788032648979975,-1.3333120483643133,-1.3126028162536385
1.3296921120491743,0.08570939214230862,0.67238659172527,0.42270260184439207
1.9391766553872216,-0.5850597637540165,1.360054696898841,0.9566427304899398
0.5983106600435169,-0.3614700451219081,1.0735263197431864,0.823157698328553
-0.13307079196213947,-0.5850597637540165,0.21394118827622205,0.15573253752161817
0.842104477378736,-0.13788032648979975,1.0162206443120556,0.823157698328553
0.5983106600435169,-1.7030083569145573,0.38585821456961533,0.15573253752161817
0.720207568711127,-0.3614700451219081,0.32855253913848403,0.15573253752161817
-0.2549677006297496,-0.5850597637540165,0.67238659172527,1.0901277626513268
0.11072302537307967,-0.13788032648979975,0.7869979425875315,0.823157698328553
-0.49876151796496765,0.7564785480386328,-1.1613950220709204,-1.3126028162536385
0.3545168427082977,-0.5850597637540165,0.1566355128450913,0.15573253752161817
-1.108246061303015,-1.2558289196503407,0.4431638900007461,0.6896726661671659
-0.01117388329453045,2.098016859831282,-1.4479233992265752,-1.3126028162536385
-0.01117388329453045,-1.0322392010182322,0.1566355128450913,0.022247505360231082
1.5734859293843924,-0.13788032648979975,1.2454433460365795,1.223612794812714
