battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
1.5483596911931745,-0.9814225308444268,-1.2362297611990014,0.9704367948586523,0.620111216247627,-1.046059672148934,0.7548320081354454,-0.008935045246663081,1.425710356522435,-1.547445876673227,0.02026869615452839,0.2757116213968109,1.181997413205301,-0.5804763077229776,-0.5280612756351722,0.759508832792765,-1.4451225785068857,0.5571367071027632,0.9900495037128095,1.0025031328271852
-1.3795347982761568,1.0189291243798826,0.8371115573737471,-1.0304638130973318,-0.9935610936904357,0.9559684085188823,0.9197625270288421,-1.4036738154575337,-0.04624633152097916,1.510315912095323,-1.4764965583337306,-0.2587622860340611,-0.5565472705139002,1.3364532557364845,-0.2901958361598695,-1.0848685262942002,0.9159291560735261,0.5571367071027632,0.9900495037128095,1.0025031328271852
-0.010914350873050703,-0.9814225308444268,-0.7483847450642371,0.9704367948586523,-0.5325118622795606,0.9559684085188823,1.3595772440779,-1.4036738154575337,1.3407897783660843,-1.547445876673227,0.6854976981493102,-0.2857105502742731,-1.0201591861723538,-0.6573015871856215,0.4234004822660387,1.451150342450377,1.642406612867499,0.5571367071027632,-1.0100505037878158,1.0025031328271852
-1.0436213219649466,-0.9814225308444268,-0.5044622369968549,-1.0304638130973318,-0.5325118622795606,-1.046059672148934,0.3150172910863875,-0.3576197377993806,1.623858372220587,0.1998465740516586,-0.47865305534155794,-0.7640422405380367,0.9849623490504582,1.28832175535025,0.18553504279073596,0.5289616629068944,-1.0818838501098993,-1.7948916078429396,-1.0100505037878158,1.0025031328271852
0.4884164922922616,1.0189291243798826,-1.2362297611990014,0.9704367948586523,0.620111216247627,-1.046059672148934,-1.3892647374787117,-0.3576197377993806,-1.0086795506262884,0.1998465740516586,0.3528831971519193,0.4014701878511337,-0.3363316105761347,-0.4897669416104584,-1.4795230335363831,-0.1626798467507176,1.642406612867499,0.5571367071027632,-1.0100505037878158,1.0025031328271852
1.1352769027564162,1.0189291243798826,-1.2362297611990014,-1.0304638130973318,-0.7630364779849981,0.9559684085188823,1.2496235648156355,-1.4036738154575337,-0.017939472135528885,0.1998465740516586,-1.1438820573363397,0.16791856443596276,-1.1453344034001363,0.4247315657280006,0.18553504279073596,0.9900560026786358,-0.718645121712913,0.5571367071027632,0.9900495037128095,1.0025031328271852
0.6155188887343411,-0.9814225308444268,-0.7483847450642371,-1.0304638130973318,-0.07146263086868554,0.9559684085188823,0.7548320081354454,-1.4036738154575337,0.12359482479172249,0.1998465740516586,-0.8112675563389489,-0.6921802025641379,-1.342369467554979,-1.1543518892511604,1.3748622401672497,0.9900560026786358,1.4607872486690059,0.5571367071027632,0.9900495037128095,1.0025031328271852
-1.0844756636784723,-0.9814225308444268,0.22730528720529142,0.9704367948586523,0.8506358319530646,0.9559684085188823,-1.6641489356343728,-0.008935045246663081,-1.376668722637142,1.510315912095323,0.6854976981493102,0.8618363686214225,-0.1462507251561687,-0.9868172436759973,-1.4795230335363831,-0.39322701663658827,-0.5370257575144197,0.5571367071027632,0.9900495037128095,-0.9975031172021119
-0.3218612850259952,-0.9814225308444268,-1.2362297611990014,-1.0304638130973318,2.0032589104802523,0.9559684085188823,1.5794846026024287,-0.7063044303520983,0.15190168417717276,-0.6737996513107842,1.6833412011414828,-0.5641759474231308,-0.3548760872024728,-0.3860990946247222,1.1369968006919469,0.9900560026786358,-1.4451225785068857,0.5571367071027632,0.9900495037128095,1.0025031328271852
1.7095073723965253,1.0189291243798826,-0.8703459990979282,0.9704367948586523,-0.5325118622795606,0.9559684085188823,-1.3892647374787117,0.33974964730605445,-1.489896160178943,1.510315912095323,-0.9775748068376443,0.05114275272837728,-1.2473290248449962,-1.5384782865643796,-0.2901958361598695,0.5289616629068944,-0.9002644859114062,0.5571367071027632,0.9900495037128095,-0.9975031172021119
1.6459561741754856,1.0189291243798826,-0.13857847489578187,0.9704367948586523,-0.5325118622795606,-1.046059672148934,0.42497097034865194,1.3858037249642075,1.2558692002097334,1.510315912095323,1.350726700144092,1.2413577566710754,1.7105149970559381,-0.8618604638271189,-0.2901958361598695,-0.8543213564083296,1.642406612867499,-1.7948916078429396,0.9900495037128095,-0.9975031172021119
-1.6745939328738413,-0.9814225308444268,1.2029953194748202,-1.0304638130973318,-0.30198724657412307,-1.046059672148934,1.3595772440779,0.33974964730605445,1.2558692002097334,0.63666968673288,0.18657594665322383,0.30041419695033855,0.0971455305645195,-1.676393547286475,-0.2901958361598695,0.5289616629068944,0.9159291560735261,-1.7948916078429396,-1.0100505037878158,1.0025031328271852
0.20016641464683133,1.0189291243798826,0.22730528720529142,-1.0304638130973318,0.159061984836752,0.9559684085188823,-0.5096353033805959,0.33974964730605445,1.623858372220587,1.510315912095323,-0.6449603058402533,-0.5933699003500271,-1.3145527526154719,0.17759482336021867,-0.2901958361598695,0.9900560026786358,-0.35540639331592644,0.5571367071027632,0.9900495037128095,-0.9975031172021119
-1.1298693766935006,-0.9814225308444268,-1.2362297611990014,0.9704367948586523,-0.9935610936904357,0.9559684085188823,0.04013309293072636,-0.7063044303520983,-1.2917481444807912,-1.1106227639920057,-1.4764965583337306,2.1171763444779663,0.9501914553760742,-1.6662118837432331,1.6127276796425523,0.9900560026786358,-1.2635032143083926,0.5571367071027632,-1.0100505037878158,-0.9975031172021119
0.377201895405442,1.0189291243798826,1.081034065441129,-1.0304638130973318,-0.7630364779849981,0.9559684085188823,-0.5646121430117281,0.688434339858772,-1.0369864100117387,-0.2369765386295628,-0.9775748068376443,1.185215539503967,-0.07439087822910835,0.07022455326784899,-0.7659267151104749,0.29841449302102374,0.37107106347804647,0.5571367071027632,-1.0100505037878158,1.0025031328271852
